"#Compound List: 9080 found, 1566 shown, filtered on MS/MS Count"
#
Show/Hide,Label,Mass,RT,Avg Mass,Height,Area,Ion Polarity,Base Peak,Z Count,Saturated,Algorithm,End,FV,Abund,MS/MS Count,File,Volume,Formula,Precursor,CE,m/z (Prod),Width,Max Z,Ions,Min Z,ID Source,ID Techniques Applied,Score,Start,Cpd,Name,Hit Count,CAS ID,HMP ID,KEGG ID,Lipid ID,METLIN ID,Swiss-Prot,Notes,Mass (Tgt),Diff (ppm),Score (Tgt),Flags (Tgt),Diff (mDa),RT (Tgt),Target Retention Time Difference,Score (Frag Coelution),FIs Conf.,FIs Conf. %,Score (Frag Ratio),FragMassDiff(ppm),FIs Eval.,Source,Flag Severity (Tgt),Vol %,Std Dev,Group,Cpds/Group,Score (MFE),Score (DB),Reference mass,Reference Retention Time,RT Diff,Hits (DB),Common Hit Count,Relative Reference Mass difference,Reference Mass difference
True,Cpd 287: 3.235,102.0467,3.235,,58608,310850,Positive,166.0863,1,,Find by Formula,3.463,,32267,3,PQC_Prfrd opt Iterative-r004.d,,,120.0807,,,0.077,1,3,1,FBF,FBF,91.03,3.115,287,,1,,,,,,,,102.0468,-1.37,91.03,,-0.14,3.233,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 289: 10.468,692.1087,10.468,,31777,177134,Positive,59.0606,1,,Find by Formula,10.569,,16946,3,PQC_Prfrd opt Iterative-r004.d,,,693.1129,,,0.083,1,2,1,FBF,FBF,79.14,10.304,289,,1,,,,,,,,692.1126,-5.75,79.14,,-3.98,10.487,-0.019,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 316: 4.982,524.1839,4.982,,3318,22416,Positive,118.0863,1,,Find by Formula,5.314,,521,3,PQC_Prfrd opt Iterative-r004.d,,,525.19,,,0.073,1,4,1,FBF,FBF,78.76,4.902,316,,1,,,,,,,,524.1835,0.88,78.76,,0.46,4.957,0.025,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 317: 0.979,221.0899,0.979,,12274,140017,Positive,104.107,1,,Find by Formula,1.205,,3604,3,PQC_Prfrd opt Iterative-r004.d,,,244.0792,,,0.206,1,5,1,FBF,FBF,90.46,0.79,317,,1,,,,,,,,221.0901,-0.66,90.46,,-0.15,0.993,-0.014,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 318: 1.564,227.0903,1.564,,10375,81108,Positive,104.107,1,,Find by Formula,1.908,,4195,3,PQC_Prfrd opt Iterative-r004.d,,,228.0976,,,0.098,1,2,1,FBF,FBF,64.19,1.387,318,,1,,,,,,,,227.0904,-0.19,64.19,low score,-0.04,1.555,0.009,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 325: 11.102,1324.8812,11.102,,28811,199825,Positive,634.4527,1,,Find by Formula,11.169,,10197,3,PQC_Prfrd opt Iterative-r004.d,,,663.4476,,,0.116,2,3,2,FBF,FBF,99.71,10.895,325,,1,,,,,,,,1324.8806,0.49,99.71,,0.65,11.103,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 328: 0.892,223.1056,0.892,,31752,198805,Positive,104.107,1,,Find by Formula,1.185,,6368,3,PQC_Prfrd opt Iterative-r004.d,,,224.1128,,,0.063,1,4,1,FBF,FBF,91.12,0.812,328,,1,,,,,,,,223.1055,0.2,91.12,,0.04,0.891,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 329: 7.645,408.2856,7.645,,9343,33174,Positive,943.5263,1,,Find by Formula,7.716,,1264,3,PQC_Prfrd opt Iterative-r004.d,,,817.5814,,,0.051,1,3,1,FBF,FBF,90.43,7.549,329,,1,,,,,,,,408.2858,-0.45,90.43,,-0.18,7.652,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 330: 1.476,203.115,1.476,,44689,307579,Positive,104.1069,1,,Find by Formula,1.687,,14578,3,PQC_Prfrd opt Iterative-r004.d,,,204.1229,,,0.07,1,3,1,FBF,FBF,91.59,1.205,330,,1,,,,,,,,203.1152,-0.68,91.59,,-0.14,1.479,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 332: 10.078,1310.8641,10.078,,16336,99485,Positive,496.3397,1,,Find by Formula,10.36,,6959,3,PQC_Prfrd opt Iterative-r004.d,,,656.438,,,0.085,2,3,2,FBF,FBF,89.2,9.963,332,,1,,,,,,,,1310.8636,0.41,89.2,,0.54,10.08,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 337: 3.421,226.0946,3.421,,26863,152334,Positive,220.1179,1,,Find by Formula,3.687,,15860,3,PQC_Prfrd opt Iterative-r004.d,,,227.1026,,,0.082,1,3,1,FBF,FBF,90.89,3.28,337,,1,,,,,,,,226.095,-1.93,90.89,,-0.44,3.421,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 338: 1.464,145.0852,1.464,,44924,322072,Positive,104.1069,1,,Find by Formula,1.687,,18315,3,PQC_Prfrd opt Iterative-r004.d,,,146.0924,,,0.077,1,2,1,FBF,FBF,91.87,1.17,338,,1,,,,,,,,145.0852,0.34,91.87,,0.05,1.464,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 340: 11.050,580.3363,11.05,,11703,78427,Positive,634.4525,1,,Find by Formula,11.266,,2110,3,PQC_Prfrd opt Iterative-r004.d,,,581.3448,,,0.083,1,6,1,FBF,FBF,87.92,10.874,340,,1,,,,,,,,580.3375,-2.1,87.92,,-1.22,11.052,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 342: 1.086,187.1685,1.086,,15297,410731,Positive,104.107,1,,Find by Formula,1.949,,6635,3,PQC_Prfrd opt Iterative-r004.d,,,188.1757,,,0.388,1,2,1,FBF,FBF,72.26,0.879,342,,1,,,,,,,,187.1685,0.24,72.26,low score,0.05,0.976,0.11,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 358: 9.942,430.3051,9.942,,105179,503283,Positive,59.0602,1,,Find by Formula,10.164,,20244,3,PQC_Prfrd opt Iterative-r004.d,,,431.3115,,,0.063,1,6,1,FBF,FBF,91.37,9.814,358,,1,,,,,,,,430.3053,-0.4,91.37,,-0.17,9.943,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 377: 0.979,263.0642,0.979,,25366,146229,Positive,104.107,1,,Find by Formula,1.246,,3494,3,PQC_Prfrd opt Iterative-r004.d,,,246.0607,,,0.068,1,3,1,FBF,FBF,64.47,0.846,377,,1,,,,,,,,263.0642,0.09,64.47,low score,0.02,0.983,-0.004,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 385: 3.031,322.1753,3.031,,29099,157954,Positive,118.0862,1,,Find by Formula,3.298,,16644,3,PQC_Prfrd opt Iterative-r004.d,,,323.1825,,,0.078,1,2,1,FBF,FBF,91.1,2.871,385,,1,,,,,,,,322.1754,-0.16,91.1,,-0.05,3.019,0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 391: 10.223,479.3013,10.223,,15625,116755,Positive,59.0602,1,,Find by Formula,10.468,,7434,3,PQC_Prfrd opt Iterative-r004.d,,,480.3083,,,0.094,1,2,1,FBF,FBF,90.58,10.114,391,,1,,,,,,,,479.3012,0.18,90.58,,0.09,10.244,-0.021,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 423: 12.377,536.1429,12.377,,22633,115362,Positive,59.0602,1,,Find by Formula,12.719,,8577,3,PQC_Prfrd opt Iterative-r004.d,,,554.1763,,,0.074,1,4,1,FBF,FBF,98.81,12.253,423,,1,,,,,,,,536.1421,1.41,98.81,,0.76,12.389,-0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 432: 11.117,1280.8545,11.117,,22255,275188,Positive,634.4525,1,,Find by Formula,11.823,,6295,3,PQC_Prfrd opt Iterative-r004.d,,,641.4352,,,0.242,2,3,2,FBF,FBF,98.84,10.943,432,,1,,,,,,,,1280.8534,0.86,98.84,,1.1,11.13,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 436: 5.878,1030.6092,5.878,,33206,145601,Positive,59.0602,2,,Find by Formula,5.941,,11168,3,PQC_Prfrd opt Iterative-r004.d,,,533.3394,,,0.069,2,4,1,FBF,FBF,98.07,5.76,436,,1,,,,,,,,1030.6108,-1.6,98.07,,-1.65,5.882,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 438: 10.057,1478.8718,10.057,,16825,124178,Positive,496.3397,1,,Find by Formula,10.409,,2542,3,PQC_Prfrd opt Iterative-r004.d,,,748.9569,,,0.096,2,5,2,FBF,FBF,98.94,9.929,438,,1,,,,,,,,1478.873,-0.82,98.94,,-1.21,10.066,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 444: 11.450,603.4329,11.45,,13226,158152,Positive,59.0602,1,,Find by Formula,11.799,,5283,3,PQC_Prfrd opt Iterative-r004.d,,,604.4415,,,0.222,1,2,1,FBF,FBF,90.89,11.252,444,,1,,,,,,,,603.4337,-1.36,90.89,,-0.82,11.46,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 446: 10.817,594.378,10.817,,305961,2101101,Positive,722.4791,1,,Find by Formula,11.153,,78548,3,PQC_Prfrd opt Iterative-r004.d,,,612.4136,,,0.085,1,4,1,FBF,FBF,80.49,10.606,446,,1,,,,,,,,594.3783,-0.56,80.49,,-0.33,10.742,0.075,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 447: 11.169,1412.9334,11.169,,20985,136135,Positive,546.4001,1,,Find by Formula,11.49,,6701,3,PQC_Prfrd opt Iterative-r004.d,,,707.4738,,,0.119,2,3,2,FBF,FBF,98.57,11.117,447,,1,,,,,,,,1412.9335,-0.08,98.57,,-0.11,11.18,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 453: 5.822,1020.6388,5.822,,28319,122416,Positive,118.0863,1,,Find by Formula,6.015,,11215,3,PQC_Prfrd opt Iterative-r004.d,,,511.327,,,0.069,2,3,2,FBF,FBF,99.41,5.743,453,,1,,,,,,,,1020.6396,-0.88,99.41,,-0.9,5.827,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 455: 10.164,1090.7307,10.164,,18850,124128,Positive,496.3398,1,,Find by Formula,10.308,,6857,3,PQC_Prfrd opt Iterative-r004.d,,,546.3734,,,0.087,2,3,2,FBF,FBF,95.62,9.962,455,,1,,,,,,,,1090.7324,-1.53,95.62,,-1.67,10.172,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 456: 11.153,1456.9572,11.153,,22188,139635,Positive,590.4263,1,,Find by Formula,11.45,,7671,3,PQC_Prfrd opt Iterative-r004.d,,,729.4861,,,0.112,2,3,2,FBF,FBF,96.99,11.102,456,,1,,,,,,,,1456.9586,-1.01,96.99,,-1.48,11.159,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 466: 10.114,1222.8125,10.114,,19364,147762,Positive,496.3397,1,,Find by Formula,10.468,,5135,3,PQC_Prfrd opt Iterative-r004.d,,,612.4138,,,0.092,2,3,2,FBF,FBF,97.17,9.946,466,,1,,,,,,,,1222.813,-0.39,97.17,,-0.48,10.084,0.03,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 468: 11.429,647.4594,11.429,,15183,192147,Positive,59.0602,1,,Find by Formula,11.894,,5884,3,PQC_Prfrd opt Iterative-r004.d,,,648.4681,,,0.222,1,2,1,FBF,FBF,91.17,11.187,468,,1,,,,,,,,647.4598,-0.62,91.17,,-0.4,11.438,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 474: 0.947,342.116,0.947,,79444,786434,Positive,104.107,1,,Find by Formula,1.185,,16740,3,PQC_Prfrd opt Iterative-r004.d,,,360.15,,,0.145,1,9,1,FBF,FBF,93.34,0.792,474,,1,,,,,,,,342.116,-0.19,93.34,,-0.07,0.998,-0.051,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 475: 11.389,735.5111,11.389,,13692,160503,Positive,59.0601,1,,Find by Formula,11.784,,5148,3,PQC_Prfrd opt Iterative-r004.d,,,736.5202,,,0.215,1,2,1,FBF,FBF,91.17,11.155,475,,1,,,,,,,,735.5119,-1.09,91.17,,-0.8,11.394,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 491: 1.464,303.1436,1.464,,12885,66451,Positive,104.1069,1,,Find by Formula,1.666,,4011,3,PQC_Prfrd opt Iterative-r004.d,,,286.1399,,,0.065,1,4,1,FBF,FBF,89.52,1.306,491,,1,,,,,,,,303.1433,0.93,89.52,,0.28,1.464,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 495: 0.964,114.0797,0.964,,43997,150263,Positive,104.107,1,,Find by Formula,1.015,,3710,3,PQC_Prfrd opt Iterative-r004.d,,,115.0867,,,0.055,1,3,1,FBF,FBF,64.49,0.892,495,,1,,,,,,,,114.0795,1.44,64.49,low score,0.16,0.963,0.001,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 504: 6.108,1284.796,6.108,,22138,104758,Positive,441.2019,1,,Find by Formula,6.468,,8316,3,PQC_Prfrd opt Iterative-r004.d,,,643.4062,,,0.072,2,3,2,FBF,FBF,98.74,6.004,504,,1,,,,,,,,1284.7969,-0.73,98.74,,-0.94,6.119,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 505: 1.491,307.1625,1.491,,9347,91830,Positive,104.1069,1,,Find by Formula,1.667,,4725,3,PQC_Prfrd opt Iterative-r004.d,,,308.1704,,,0.09,1,2,1,FBF,FBF,91.65,1.286,505,,1,,,,,,,,307.1624,0.31,91.65,,0.09,1.482,0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 506: 10.127,1178.786,10.127,,20776,138766,Positive,496.3398,1,,Find by Formula,10.323,,6796,3,PQC_Prfrd opt Iterative-r004.d,,,590.4006,,,0.092,2,3,2,FBF,FBF,97.4,9.946,506,,1,,,,,,,,1178.786,0.01,97.4,,0.01,10.098,0.029,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 513: 9.942,430.3043,9.942,,103719,507791,Positive,59.0602,1,,Find by Formula,10.336,,41439,3,PQC_Prfrd opt Iterative-r004.d,,,454.2927,,,0.063,1,4,1,FBF,FBF,75.52,9.814,513,,1,,,,,,,,430.3045,-0.32,75.52,,-0.14,10.036,-0.094,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 521: 6.087,320.1736,6.087,,19755,88925,Positive,255.0651,1,,Find by Formula,6.281,,11133,3,PQC_Prfrd opt Iterative-r004.d,,,321.1807,,,0.071,1,3,1,FBF,FBF,91.67,5.983,521,,1,,,,,,,,320.1736,0.07,91.67,,0.02,6.093,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 527: 7.963,810.4746,7.963,,10324,32481,Positive,59.0602,1,,Find by Formula,8.021,,1362,3,PQC_Prfrd opt Iterative-r004.d,,,811.4832,,,0.053,1,4,1,FBF,FBF,90.83,7.918,527,,1,,,,,,,,810.4755,-1.13,90.83,,-0.91,7.966,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 555: 10.148,1134.7575,10.148,,22328,153102,Positive,496.3397,1,,Find by Formula,10.336,,6464,3,PQC_Prfrd opt Iterative-r004.d,,,568.3872,,,0.085,2,2,2,FBF,FBF,90.34,9.948,555,,1,,,,,,,,1134.7591,-1.38,90.34,,-1.57,10.152,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 562: 5.415,722.4278,5.415,,25587,108671,Positive,59.0601,2,,Find by Formula,5.635,,7645,3,PQC_Prfrd opt Iterative-r004.d,,,379.2491,,,0.063,2,4,1,FBF,FBF,91.03,5.293,562,,1,,,,,,,,722.4288,-1.36,91.03,,-0.98,5.417,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 566: 10.057,1522.8989,10.057,,12139,98734,Positive,496.3397,1,,Find by Formula,10.356,,821,3,PQC_Prfrd opt Iterative-r004.d,,,762.4573,,,0.101,2,4,2,FBF,FBF,87.93,9.905,566,,1,,,,,,,,1522.8991,-0.14,87.93,,-0.21,10.063,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 571: 11.132,1236.8267,11.132,,17395,112289,Positive,634.4526,1,,Find by Formula,11.208,,6318,3,PQC_Prfrd opt Iterative-r004.d,,,619.4212,,,0.105,2,2,2,FBF,FBF,91.03,10.99,571,,1,,,,,,,,1236.8269,-0.17,91.03,,-0.21,11.144,-0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 614: 6.167,388.1173,6.167,,3710,17812,Positive,441.2019,1,,Find by Formula,6.351,,1640,3,PQC_Prfrd opt Iterative-r004.d,,,406.1501,,,0.075,1,3,1,FBF,FBF,86.43,6.087,614,,1,,,,,,,,388.1172,0.5,86.43,,0.19,6.173,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 616: 10.988,1545.012,10.988,,30101,347722,Positive,634.4524,1,,Find by Formula,11.799,,9175,3,PQC_Prfrd opt Iterative-r004.d,,,773.5133,,,0.208,2,3,2,FBF,FBF,76.35,10.767,616,,1,,,,,,,,1545.012,0.05,76.35,,0.08,11.116,-0.128,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 640: 7.175,347.2672,7.175,,16144,71442,Positive,59.0602,1,,Find by Formula,7.398,,9511,3,PQC_Prfrd opt Iterative-r004.d,,,348.2744,,,0.064,1,2,1,FBF,FBF,91.75,7.106,640,,1,,,,,,,,347.2673,-0.21,91.75,,-0.07,7.175,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 645: 1.146,372.237,1.146,,12508,267037,Positive,104.1069,1,,Find by Formula,1.769,,5671,3,PQC_Prfrd opt Iterative-r004.d,,,373.2445,,,0.353,1,2,1,FBF,FBF,67.16,0.831,645,,1,,,,,,,,372.2371,-0.12,67.16,low score,-0.04,1.012,0.134,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 656: 11.389,735.5118,11.389,,13670,159622,Positive,59.0601,1,,Find by Formula,11.779,,5148,3,PQC_Prfrd opt Iterative-r004.d,,,736.5202,,,0.214,1,2,1,FBF,FBF,68.57,11.157,656,,1,,,,,,,,735.5122,-0.6,68.57,low score,-0.44,11.514,-0.125,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 690: 11.369,659.4242,11.368,,3151,14962,Positive,59.0601,1,,Find by Formula,11.548,,1219,3,PQC_Prfrd opt Iterative-r004.d,,,660.4314,,,0.073,1,2,1,FBF,FBF,89.55,11.287,690,,1,,,,,,,,659.4249,-1.11,89.55,,-0.73,11.374,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 708: 11.429,647.46,11.429,,15180,192035,Positive,59.0602,1,,Find by Formula,11.894,,5884,3,PQC_Prfrd opt Iterative-r004.d,,,648.4681,,,0.222,1,2,1,FBF,FBF,68.62,11.187,708,,1,,,,,,,,647.4602,-0.23,68.62,low score,-0.15,11.559,-0.13,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 710: 0.878,162.9707,0.878,,10876,40242,Positive,104.107,1,,Find by Formula,1.015,,4036,3,PQC_Prfrd opt Iterative-r004.d,,,185.9596,,,0.056,1,2,1,FBF,FBF,64.24,0.79,710,,1,,,,,,,,162.9706,0.6,64.24,low score,0.1,0.868,0.01,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 711: 11.169,1192.7979,11.169,,11763,134994,Positive,634.4524,1,,Find by Formula,11.503,,4210,3,PQC_Prfrd opt Iterative-r004.d,,,597.4079,,,0.21,2,2,2,FBF,FBF,88.34,10.996,711,,1,,,,,,,,1192.7996,-1.44,88.34,,-1.71,11.178,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 716: 1.387,188.1156,1.387,,18420,251754,Positive,104.1069,1,,Find by Formula,2.03,,5478,3,PQC_Prfrd opt Iterative-r004.d,,,189.1234,,,0.126,1,2,1,FBF,FBF,64.46,1.306,716,,1,,,,,,,,188.1157,-0.22,64.46,low score,-0.04,1.384,0.003,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 718: 10.223,924.5984,10.223,,10099,83868,Positive,496.3398,2,,Find by Formula,10.356,,2079,3,PQC_Prfrd opt Iterative-r004.d,,,480.3344,,,0.095,2,3,1,FBF,FBF,89.97,9.974,718,,1,,,,,,,,924.6004,-2.11,89.97,,-1.95,10.225,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 719: 3.052,150.0897,3.052,,8018,78406,Positive,434.1892,1,,Find by Formula,3.37,,1527,3,PQC_Prfrd opt Iterative-r004.d,,,168.1231,,,0.142,1,2,1,FBF,FBF,64.46,2.871,719,,1,,,,,,,,150.0894,2.19,64.46,low score,0.33,3.053,-0.001,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 720: 6.046,361.2108,6.046,,3399,15209,Positive,59.0602,1,,Find by Formula,6.181,,2179,3,PQC_Prfrd opt Iterative-r004.d,,,362.2174,,,0.07,1,2,1,FBF,FBF,88.22,5.965,720,,1,,,,,,,,361.2101,1.78,88.22,,0.64,6.05,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 725: 1.464,342.1159,1.464,,17387,88873,Positive,104.1069,1,,Find by Formula,1.748,,6286,3,PQC_Prfrd opt Iterative-r004.d,,,343.1236,,,0.08,1,2,1,FBF,FBF,64.51,1.408,725,,1,,,,,,,,342.1158,0.33,64.51,low score,0.11,1.463,0.001,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 742: 0.846,168.0873,0.846,,13480,69468,Positive,104.107,1,,Find by Formula,1.033,,2746,3,PQC_Prfrd opt Iterative-r004.d,,,169.0952,,,0.066,1,2,1,FBF,FBF,63.91,0.776,742,,1,,,,,,,,168.0872,0.23,63.91,low score,0.04,0.835,0.011,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 746: 2.891,188.0787,2.891,,5184,26016,Positive,229.1546,1,,Find by Formula,3.03,,1805,3,PQC_Prfrd opt Iterative-r004.d,,,189.0872,,,0.075,1,2,1,FBF,FBF,63.52,2.81,746,,1,,,,,,,,188.0787,-0.27,63.52,low score,-0.05,2.872,0.019,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 748: 4.859,471.2735,4.859,,22472,116042,Positive,493.2809,1,,Find by Formula,5.211,,13671,3,PQC_Prfrd opt Iterative-r004.d,,,472.2806,,,0.072,1,2,1,FBF,FBF,67.51,4.776,748,,1,,,,,,,,471.2732,0.54,67.51,low score,0.25,4.992,-0.133,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 760: 11.450,603.4327,11.45,,13293,161169,Positive,59.0602,1,,Find by Formula,11.845,,5283,3,PQC_Prfrd opt Iterative-r004.d,,,604.4415,,,0.222,1,2,1,FBF,FBF,67.95,11.266,760,,1,,,,,,,,603.4332,-0.79,67.95,low score,-0.48,11.582,-0.132,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 774: 4.388,394.1688,4.388,,1510,15771,Positive,324.1376,1,,Find by Formula,4.451,,534,3,PQC_Prfrd opt Iterative-r004.d,,,395.1754,,,0.088,1,2,1,FBF,FBF,54.87,4.052,774,,1,,,,,,,,394.1689,-0.42,54.87,low score,-0.17,4.527,-0.139,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 776: 4.576,582.3252,4.576,,2171,12131,Positive,118.0863,1,,Find by Formula,4.728,,973,3,PQC_Prfrd opt Iterative-r004.d,,,292.1707,,,0.076,2,2,2,FBF,FBF,88.41,4.451,776,,1,,,,,,,,582.3271,-3.24,88.41,,-1.89,4.583,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 778: 10.489,580.2667,10.489,,2053,11617,Positive,575.7003,1,,Find by Formula,10.692,,52,3,PQC_Prfrd opt Iterative-r004.d,,,581.2737,,,0.079,1,1,1,FBF,FBF,60.24,10.336,778,,1,,,,,,,,580.2686,-3.32,60.24,low score,-1.93,10.498,-0.009,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 799: 0.929,165.0456,0.929,,5926,38330,Positive,104.107,1,,Find by Formula,1.205,,479,3,PQC_Prfrd opt Iterative-r004.d,,,188.0355,,,0.068,1,2,1,FBF,FBF,64.4,0.861,799,,1,,,,,,,,165.0458,-1.01,64.4,low score,-0.17,0.932,-0.003,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 802: 10.223,440.2878,10.223,,4030,32029,Positive,496.3398,1,,Find by Formula,10.356,,470,3,PQC_Prfrd opt Iterative-r004.d,,,898.6106,,,0.108,1,2,1,FBF,FBF,63.38,9.974,802,,1,,,,,,,,440.2871,1.64,63.38,low score,0.72,10.243,-0.02,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 811: 4.920,615.1794,4.92,,1819,21169,Positive,493.2808,1,,Find by Formula,5.377,,604,3,PQC_Prfrd opt Iterative-r004.d,,,616.1868,,,0.085,1,2,1,FBF,FBF,86.48,4.762,811,,1,,,,,,,,615.1798,-0.74,86.48,,-0.46,4.916,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 817: 10.223,479.3009,10.223,,15656,117344,Positive,59.0602,1,,Find by Formula,10.468,,7434,3,PQC_Prfrd opt Iterative-r004.d,,,480.3083,,,0.095,1,2,1,FBF,FBF,70.58,10.114,817,,1,,,,,,,,479.3009,0.12,70.58,low score,0.06,10.34,-0.117,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 828: 4.288,473.2496,4.288,,1747,13502,Positive,118.0863,1,,Find by Formula,4.637,,660,3,PQC_Prfrd opt Iterative-r004.d,,,474.2582,,,0.069,1,2,1,FBF,FBF,87.99,4.207,828,,1,,,,,,,,473.2506,-2,87.99,,-0.95,4.295,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 837: 11.187,1148.7739,11.187,,8561,95252,Positive,634.4524,1,,Find by Formula,11.537,,2961,3,PQC_Prfrd opt Iterative-r004.d,,,575.3952,,,0.2,2,2,2,FBF,FBF,79.81,11.02,837,,1,,,,,,,,1148.7749,-0.9,79.81,,-1.03,11.178,0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 843: 4.535,457.2581,4.535,,23556,120885,Positive,118.0863,1,,Find by Formula,4.762,,12481,3,PQC_Prfrd opt Iterative-r004.d,,,458.2649,,,0.073,1,2,1,FBF,FBF,66.5,4.451,843,,1,,,,,,,,457.2576,0.95,66.5,low score,0.43,4.658,-0.123,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 848: 5.293,499.2666,5.293,,1370,10549,Positive,118.0863,1,,Find by Formula,5.389,,642,3,PQC_Prfrd opt Iterative-r004.d,,,500.2747,,,0.079,1,2,1,FBF,FBF,89.27,5.003,848,,1,,,,,,,,499.2669,-0.7,89.27,,-0.35,5.292,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 871: 2.706,397.1571,2.706,,3306,27098,Positive,229.1546,1,,Find by Formula,2.891,,964,3,PQC_Prfrd opt Iterative-r004.d,,,398.1651,,,0.117,1,2,1,FBF,FBF,62.92,2.59,871,,1,,,,,,,,397.1577,-1.63,62.92,low score,-0.65,2.727,-0.021,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 884: 6.552,544.3236,6.552,,1801,9401,Positive,59.0602,1,,Find by Formula,6.677,,594,3,PQC_Prfrd opt Iterative-r004.d,,,545.3339,,,0.081,1,2,1,FBF,FBF,83.83,6.464,884,,1,,,,,,,,544.3247,-1.94,83.83,,-1.06,6.549,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
