"#Compound List: 9080 found, 1566 shown, filtered on MS/MS Count"
#
Show/Hide,Label,Mass,RT,Avg Mass,Height,Area,Ion Polarity,Base Peak,Z Count,Saturated,Algorithm,End,FV,Abund,MS/MS Count,File,Volume,Formula,Precursor,CE,m/z (Prod),Width,Max Z,Ions,Min Z,ID Source,ID Techniques Applied,Score,Start,Cpd,Name,Hit Count,CAS ID,HMP ID,KEGG ID,Lipid ID,METLIN ID,Swiss-Prot,Notes,Mass (Tgt),Diff (ppm),Score (Tgt),Flags (Tgt),Diff (mDa),RT (Tgt),Target Retention Time Difference,Score (Frag Coelution),FIs Conf.,FIs Conf. %,Score (Frag Ratio),FragMassDiff(ppm),FIs Eval.,Source,Flag Severity (Tgt),Vol %,Std Dev,Group,Cpds/Group,Score (MFE),Score (DB),Reference mass,Reference Retention Time,RT Diff,Hits (DB),Common Hit Count,Relative Reference Mass difference,Reference Mass difference
True,Cpd 659: 8.160,372.2979,8.16,,3841,17249,Positive,59.0602,1,,Find by Formula,8.263,,1802,3,PQC_Prfrd opt Iterative-r001.d,,,373.3057,,,0.071,1,2,1,FBF,FBF,89.68,8.073,659,,1,,,,,,,,372.2985,-1.43,89.68,,-0.53,8.17,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 660: 13.533,567.4195,13.533,,16575,142789,Positive,60.0442,1,,Find by Formula,13.579,,7858,3,PQC_Prfrd opt Iterative-r001.d,,,568.4269,,,0.166,1,2,1,FBF,FBF,91.16,13.381,660,,1,,,,,,,,567.4199,-0.66,91.16,,-0.38,13.531,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 661: 7.626,829.5654,7.626,,7304,48187,Positive,943.5259,1,,Find by Formula,7.804,,2655,3,PQC_Prfrd opt Iterative-r001.d,,,830.5774,,,0.086,1,2,1,FBF,FBF,74.56,7.544,661,,1,,,,,,,,829.5676,-2.62,74.56,low score,-2.17,7.713,-0.087,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 662: 4.314,255.1834,4.314,,14006,70426,Positive,118.0863,1,,Find by Formula,4.626,,6421,3,PQC_Prfrd opt Iterative-r001.d,,,256.1907,,,0.064,1,2,1,FBF,FBF,89.21,4.239,662,,1,,,,,,,,255.1832,0.58,89.21,,0.15,4.317,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 666: 9.602,477.2868,9.602,,13130,59728,Positive,59.0602,1,,Find by Formula,9.81,,6849,3,PQC_Prfrd opt Iterative-r001.d,,,478.2932,,,0.065,1,2,1,FBF,FBF,90.18,9.528,666,,1,,,,,,,,477.2859,1.89,90.18,,0.9,9.605,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 667: 13.482,608.5017,13.482,,16842,76593,Positive,60.0443,1,,Find by Formula,13.651,,3941,3,PQC_Prfrd opt Iterative-r001.d,,,609.5081,,,0.067,1,4,1,FBF,FBF,90.53,13.363,667,,1,,,,,,,,608.5019,-0.29,90.53,,-0.18,13.484,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 668: 10.653,482.2986,10.653,,6696,34376,Positive,744.4926,1,,Find by Formula,10.858,,3864,3,PQC_Prfrd opt Iterative-r001.d,,,483.3083,,,0.068,1,2,1,FBF,FBF,90.7,10.525,668,,1,,,,,,,,482.2994,-1.7,90.7,,-0.82,10.654,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 671: 7.383,325.2239,7.383,,5778,24004,Positive,379.2955,1,,Find by Formula,7.56,,3089,3,PQC_Prfrd opt Iterative-r001.d,,,326.2322,,,0.061,1,2,1,FBF,FBF,89.84,7.301,671,,1,,,,,,,,325.2247,-2.33,89.84,,-0.76,7.382,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 675: 5.617,270.0531,5.617,,3553,12404,Positive,613.2825,1,,Find by Formula,5.654,,2037,3,PQC_Prfrd opt Iterative-r001.d,,,271.0604,,,0.053,1,2,1,FBF,FBF,84.95,5.541,675,,1,,,,,,,,270.0529,0.76,84.95,,0.21,5.604,0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 676: 5.375,610.2605,5.375,,11027,50313,Positive,118.0862,1,,Find by Formula,5.439,,4822,3,PQC_Prfrd opt Iterative-r001.d,,,611.2666,,,0.066,1,3,1,FBF,FBF,89.73,5.244,676,,1,,,,,,,,610.2595,1.53,89.73,,0.93,5.38,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 678: 9.355,493.3161,9.355,,7984,61294,Positive,59.0602,1,,Find by Formula,9.684,,3838,3,PQC_Prfrd opt Iterative-r001.d,,,494.3243,,,0.108,1,2,1,FBF,FBF,89.16,9.268,678,,1,,,,,,,,493.3164,-0.51,89.16,,-0.25,9.352,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 679: 9.045,317.293,9.045,,6615,33165,Positive,59.0602,1,,Find by Formula,9.355,,3483,3,PQC_Prfrd opt Iterative-r001.d,,,318.3004,,,0.067,1,2,1,FBF,FBF,86.56,8.948,679,,1,,,,,,,,317.2929,0.31,86.56,,0.1,9.058,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 681: 5.244,282.1212,5.244,,8356,33492,Positive,350.1169,1,,Find by Formula,5.421,,5108,3,PQC_Prfrd opt Iterative-r001.d,,,283.1288,,,0.058,1,2,1,FBF,FBF,91.38,5.144,681,,1,,,,,,,,282.1214,-0.61,91.38,,-0.17,5.243,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 685: 6.285,622.3357,6.285,,11364,51268,Positive,593.3332,1,,Find by Formula,6.368,,3684,3,PQC_Prfrd opt Iterative-r001.d,,,623.3437,,,0.065,1,2,1,FBF,FBF,89.35,6.202,685,,1,,,,,,,,622.3359,-0.34,89.35,,-0.21,6.282,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 687: 7.560,1044.5501,7.56,,15880,66289,Positive,59.0602,1,,Find by Formula,7.706,,6464,3,PQC_Prfrd opt Iterative-r001.d,,,1045.5576,,,0.068,1,3,1,FBF,FBF,99.53,7.458,687,,1,,,,,,,,1044.55,0.17,99.53,,0.18,7.566,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 688: 5.497,288.1568,5.497,,26587,114904,Positive,59.0602,1,,Find by Formula,5.631,,7661,3,PQC_Prfrd opt Iterative-r001.d,,,306.1911,,,0.067,1,2,1,FBF,FBF,64.09,5.418,688,,1,,,,,,,,288.1572,-1.6,64.09,low score,-0.46,5.495,0.002,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 689: 12.608,737.5264,12.608,,12275,55346,Positive,59.0602,1,,Find by Formula,12.84,,3741,3,PQC_Prfrd opt Iterative-r001.d,,,755.5602,,,0.06,1,3,1,FBF,FBF,91.21,12.509,689,,1,,,,,,,,737.5261,0.35,91.21,,0.26,12.609,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 692: 8.104,499.365,8.104,,10098,48096,Positive,59.0602,1,,Find by Formula,8.28,,3580,3,PQC_Prfrd opt Iterative-r001.d,,,500.3728,,,0.07,1,2,1,FBF,FBF,89.75,8.042,692,,1,,,,,,,,499.3656,-1.36,89.75,,-0.68,8.101,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 697: 3.388,354.1523,3.388,,7663,41304,Positive,220.1179,1,,Find by Formula,3.61,,2884,3,PQC_Prfrd opt Iterative-r001.d,,,355.1612,,,0.071,1,2,1,FBF,FBF,77.56,3.281,697,,1,,,,,,,,354.1528,-1.52,77.56,,-0.54,3.382,0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 705: 9.777,384.3368,9.777,,7846,33898,Positive,59.0602,1,,Find by Formula,9.923,,4832,3,PQC_Prfrd opt Iterative-r001.d,,,385.3425,,,0.064,1,2,1,FBF,FBF,85.91,9.697,705,,1,,,,,,,,384.3359,2.19,85.91,,0.84,9.777,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 707: 12.622,652.1749,12.622,,16851,62050,Positive,59.0602,1,,Find by Formula,12.761,,5281,3,PQC_Prfrd opt Iterative-r001.d,,,653.1812,,,0.059,1,3,1,FBF,FBF,97.8,12.549,707,,1,,,,,,,,652.1753,-0.7,97.8,,-0.46,12.618,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 708: 11.557,647.4596,11.557,,11182,71882,Positive,502.3163,1,,Find by Formula,11.848,,4750,3,PQC_Prfrd opt Iterative-r001.d,,,648.4677,,,0.103,1,2,1,FBF,FBF,91.57,11.499,708,,1,,,,,,,,647.4602,-0.86,91.57,,-0.56,11.559,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 709: 5.638,854.5082,5.638,,23653,82248,Positive,613.2826,2,,Find by Formula,5.83,,6836,3,PQC_Prfrd opt Iterative-r001.d,,,445.2882,,,0.052,2,4,1,FBF,FBF,91.74,5.564,709,,1,,,,,,,,854.5084,-0.13,91.74,,-0.11,5.641,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 713: 1.628,158.069,1.628,,5417,49110,Positive,118.0863,1,,Find by Formula,2.031,,868,3,PQC_Prfrd opt Iterative-r001.d,,,159.0764,,,0.084,1,2,1,FBF,FBF,63.06,1.482,713,,1,,,,,,,,158.069,-0.31,63.06,low score,-0.05,1.603,0.025,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 714: 12.826,594.4859,12.826,,15874,63827,Positive,59.0602,1,,Find by Formula,13.059,,5951,3,PQC_Prfrd opt Iterative-r001.d,,,595.493,,,0.057,1,2,1,FBF,FBF,91.87,12.761,714,,1,,,,,,,,594.4858,0.13,91.87,,0.08,12.83,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 715: 6.328,488.2978,6.328,,4304,16941,Positive,59.0602,1,,Find by Formula,6.416,,2626,3,PQC_Prfrd opt Iterative-r001.d,,,489.3069,,,0.066,1,2,1,FBF,FBF,80.87,6.272,715,,1,,,,,,,,488.2987,-1.86,80.87,,-0.91,6.329,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 717: 7.842,380.3043,7.842,,23520,146484,Positive,59.0602,1,,Find by Formula,7.994,,13735,3,PQC_Prfrd opt Iterative-r001.d,,,381.3109,,,0.101,1,2,1,FBF,FBF,91.71,7.675,717,,1,,,,,,,,380.3042,0.33,91.71,,0.13,7.848,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 718: 10.210,924.5998,10.21,,11772,64264,Positive,59.0602,2,,Find by Formula,10.368,,3709,3,PQC_Prfrd opt Iterative-r001.d,,,480.3351,,,0.081,2,3,1,FBF,FBF,89.63,10.126,718,,1,,,,,,,,924.6004,-0.64,89.63,,-0.59,10.225,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 722: 4.745,337.1655,4.745,,10362,38947,Positive,442.27,1,,Find by Formula,4.933,,5378,3,PQC_Prfrd opt Iterative-r001.d,,,338.1711,,,0.052,1,2,1,FBF,FBF,89.62,4.677,722,,1,,,,,,,,337.1645,2.96,89.62,,1,4.748,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 723: 2.961,455.1997,2.961,,9410,74965,Positive,229.1546,1,,Find by Formula,3.203,,5057,3,PQC_Prfrd opt Iterative-r001.d,,,456.2073,,,0.113,1,2,1,FBF,FBF,90.61,2.74,723,,1,,,,,,,,455.2,-0.6,90.61,,-0.27,2.951,0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 724: 4.626,431.2726,4.626,,30048,105926,Positive,565.1556,1,,Find by Formula,4.826,,17062,3,PQC_Prfrd opt Iterative-r001.d,,,432.2805,,,0.051,1,2,1,FBF,FBF,91.68,4.549,724,,1,,,,,,,,431.2726,0.02,91.68,,0.01,4.626,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 728: 5.186,532.1215,5.186,,7962,38489,Positive,118.0862,1,,Find by Formula,5.375,,3405,3,PQC_Prfrd opt Iterative-r001.d,,,533.1286,,,0.07,1,2,1,FBF,FBF,91.58,5.056,728,,1,,,,,,,,532.1217,-0.43,91.58,,-0.23,5.184,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 729: 3.983,244.1536,3.983,,14784,60134,Positive,118.0864,1,,Find by Formula,4.15,,8197,3,PQC_Prfrd opt Iterative-r001.d,,,245.1607,,,0.06,1,2,1,FBF,FBF,89.36,3.932,729,,1,,,,,,,,244.1535,0.3,89.36,,0.07,3.963,0.02,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 731: 7.675,286.2144,7.675,,5453,25631,Positive,59.0602,1,,Find by Formula,7.963,,2685,3,PQC_Prfrd opt Iterative-r001.d,,,287.2216,,,0.064,1,2,1,FBF,FBF,91.33,7.544,731,,1,,,,,,,,286.2144,-0.08,91.33,,-0.02,7.686,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 732: 4.130,526.3138,4.13,,3277,15542,Positive,324.1377,1,,Find by Formula,4.33,,1514,3,PQC_Prfrd opt Iterative-r001.d,,,527.3226,,,0.067,1,2,1,FBF,FBF,87.5,4.048,732,,1,,,,,,,,526.3144,-1.04,87.5,,-0.55,4.125,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 745: 5.681,336.169,5.681,,13510,51642,Positive,613.2824,1,,Find by Formula,5.877,,7911,3,PQC_Prfrd opt Iterative-r001.d,,,337.176,,,0.057,1,2,1,FBF,FBF,91.33,5.584,745,,1,,,,,,,,336.1685,1.27,91.33,,0.43,5.689,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 747: 7.095,313.2265,7.095,,6623,30586,Positive,59.0602,1,,Find by Formula,7.327,,2176,3,PQC_Prfrd opt Iterative-r001.d,,,314.2328,,,0.061,1,2,1,FBF,FBF,89.02,6.998,747,,1,,,,,,,,313.2258,2.01,89.02,,0.63,7.107,-0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 750: 11.105,552.2736,11.105,,11303,45969,Positive,678.4788,1,,Find by Formula,11.249,,4599,3,PQC_Prfrd opt Iterative-r001.d,,,553.2811,,,0.065,1,2,1,FBF,FBF,89.4,11.048,750,,1,,,,,,,,552.2733,0.57,89.4,,0.32,11.101,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 751: 4.113,318.1436,4.113,,14549,54395,Positive,324.1376,1,,Find by Formula,4.289,,8937,3,PQC_Prfrd opt Iterative-r001.d,,,319.151,,,0.058,1,2,1,FBF,FBF,90.7,4.041,751,,1,,,,,,,,318.1439,-0.82,90.7,,-0.26,4.111,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 754: 11.105,550.3246,11.105,,4539,21718,Positive,634.4525,1,,Find by Formula,11.181,,1851,3,PQC_Prfrd opt Iterative-r001.d,,,551.3345,,,0.075,1,3,1,FBF,FBF,87.5,10.999,754,,1,,,,,,,,550.3259,-2.36,87.5,,-1.3,11.115,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 755: 6.368,958.5125,6.368,,12744,61012,Positive,59.0602,1,,Find by Formula,6.501,,4410,3,PQC_Prfrd opt Iterative-r001.d,,,959.5206,,,0.073,1,2,1,FBF,FBF,91.14,6.285,755,,1,,,,,,,,958.5125,-0.07,91.14,,-0.07,6.374,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 756: 11.343,340.2966,11.343,,8678,52419,Positive,59.0601,1,,Find by Formula,11.586,,1393,3,PQC_Prfrd opt Iterative-r001.d,,,341.305,,,0.075,1,2,1,FBF,FBF,64.37,11.192,756,,1,,,,,,,,340.2972,-1.61,64.37,low score,-0.55,11.35,-0.007,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 762: 7.912,422.2651,7.912,,4442,18198,Positive,59.0602,1,,Find by Formula,8.073,,2355,3,PQC_Prfrd opt Iterative-r001.d,,,423.2738,,,0.064,1,2,1,FBF,FBF,87.41,7.845,762,,1,,,,,,,,422.266,-2.09,87.41,,-0.88,7.931,-0.019,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 769: 5.144,770.2057,5.144,,15334,84973,Positive,118.0862,1,,Find by Formula,5.301,,5384,3,PQC_Prfrd opt Iterative-r001.d,,,771.2123,,,0.076,1,2,1,FBF,FBF,91.63,4.989,769,,1,,,,,,,,770.2058,-0.18,91.63,,-0.14,5.143,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 772: 3.541,306.1575,3.541,,10598,40890,Positive,220.1178,1,,Find by Formula,3.743,,6321,3,PQC_Prfrd opt Iterative-r001.d,,,307.1649,,,0.059,1,2,1,FBF,FBF,90.53,3.475,772,,1,,,,,,,,306.1578,-1.11,90.53,,-0.34,3.536,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 773: 7.912,547.3172,7.912,,4648,20664,Positive,59.0602,1,,Find by Formula,7.979,,2953,3,PQC_Prfrd opt Iterative-r001.d,,,548.3248,,,0.073,1,2,1,FBF,FBF,87.89,7.83,773,,1,,,,,,,,547.3176,-0.65,87.89,,-0.35,7.93,-0.018,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 775: 9.667,445.32,9.667,,6704,29976,Positive,59.0601,1,,Find by Formula,9.969,,3534,3,PQC_Prfrd opt Iterative-r001.d,,,446.3263,,,0.061,1,2,1,FBF,FBF,88.62,9.602,775,,1,,,,,,,,445.3197,0.8,88.62,,0.36,9.672,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 779: 5.301,246.1013,5.301,,2521,9590,Positive,350.1171,1,,Find by Formula,5.387,,1528,3,PQC_Prfrd opt Iterative-r001.d,,,247.1086,,,0.062,1,2,1,FBF,FBF,88.35,5.223,779,,1,,,,,,,,246.1004,3.72,88.35,,0.92,5.311,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 782: 11.471,432.3347,11.471,,8570,36748,Positive,502.3163,1,,Find by Formula,11.623,,2048,3,PQC_Prfrd opt Iterative-r001.d,,,433.331,,,0.065,1,4,1,FBF,FBF,91.12,11.412,782,,1,,,,,,,,432.3344,0.83,91.12,,0.36,11.483,-0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 786: 3.743,269.126,3.743,,17809,67563,Positive,368.1273,1,,Find by Formula,3.946,,10035,3,PQC_Prfrd opt Iterative-r001.d,,,270.1336,,,0.057,1,2,1,FBF,FBF,90.2,3.61,786,,1,,,,,,,,269.1261,-0.61,90.2,,-0.16,3.736,0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 788: 12.068,566.3582,12.068,,3879,20859,Positive,654.3319,1,,Find by Formula,12.251,,1256,3,PQC_Prfrd opt Iterative-r001.d,,,567.3663,,,0.074,1,2,1,FBF,FBF,88.13,11.922,788,,1,,,,,,,,566.3586,-0.71,88.13,,-0.4,12.053,0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 789: 11.315,428.3649,11.315,,8284,36093,Positive,59.0601,1,,Find by Formula,11.522,,4876,3,PQC_Prfrd opt Iterative-r001.d,,,429.3725,,,0.065,1,2,1,FBF,FBF,89.3,11.219,789,,1,,,,,,,,428.3652,-0.74,89.3,,-0.31,11.321,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 790: 13.216,494.397,13.216,,17710,70960,Positive,338.3417,1,,Find by Formula,13.386,,5966,3,PQC_Prfrd opt Iterative-r001.d,,,495.4044,,,0.063,1,3,1,FBF,FBF,91.52,13.174,790,,1,,,,,,,,494.3971,-0.35,91.52,,-0.17,13.212,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 792: 3.008,413.19,3.008,,5227,23397,Positive,229.1547,1,,Find by Formula,3.137,,3169,3,PQC_Prfrd opt Iterative-r001.d,,,414.1982,,,0.069,1,2,1,FBF,FBF,84.97,2.925,792,,1,,,,,,,,413.19,0.09,84.97,,0.04,2.999,0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 793: 7.065,381.1458,7.065,,7709,29687,Positive,59.0601,1,,Find by Formula,7.193,,4283,3,PQC_Prfrd opt Iterative-r001.d,,,382.1543,,,0.058,1,2,1,FBF,FBF,88.61,6.984,793,,1,,,,,,,,381.1463,-1.44,88.61,,-0.55,7.067,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 795: 8.923,425.2544,8.923,,15963,107938,Positive,59.0602,1,,Find by Formula,9.208,,6514,3,PQC_Prfrd opt Iterative-r001.d,,,426.2612,,,0.063,1,2,1,FBF,FBF,79.55,8.683,795,,1,,,,,,,,425.2543,0.16,79.55,,0.07,8.846,0.077,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 796: 6.984,878.3733,6.984,,11710,62905,Positive,59.0602,1,,Find by Formula,7.136,,5106,3,PQC_Prfrd opt Iterative-r001.d,,,879.3808,,,0.087,1,2,1,FBF,FBF,91.51,6.92,796,,1,,,,,,,,878.3735,-0.16,91.51,,-0.14,6.984,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 804: 8.339,316.2615,8.339,,8511,31933,Positive,59.0602,1,,Find by Formula,8.521,,4968,3,PQC_Prfrd opt Iterative-r001.d,,,317.2686,,,0.056,1,2,1,FBF,FBF,86.19,8.263,804,,1,,,,,,,,316.2614,0.25,86.19,,0.08,8.352,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 807: 9.747,453.2855,9.747,,7026,28206,Positive,59.0601,1,,Find by Formula,9.793,,4590,3,PQC_Prfrd opt Iterative-r001.d,,,454.2931,,,0.066,1,2,1,FBF,FBF,89.8,9.667,807,,1,,,,,,,,453.2852,0.63,89.8,,0.29,9.764,-0.017,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 813: 7.596,465.3087,7.596,,7250,27901,Positive,943.5264,1,,Find by Formula,7.68,,4913,3,PQC_Prfrd opt Iterative-r001.d,,,466.3166,,,0.06,1,2,1,FBF,FBF,90.53,7.508,813,,1,,,,,,,,465.3087,-0.07,90.53,,-0.03,7.594,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 814: 12.212,624.2583,12.212,,17524,60722,Positive,654.3322,1,,Find by Formula,12.462,,7176,3,PQC_Prfrd opt Iterative-r001.d,,,625.2653,,,0.049,1,2,1,FBF,FBF,91.85,12.125,814,,1,,,,,,,,624.2583,0.05,91.85,,0.03,12.214,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 815: 7.842,384.335,7.842,,14711,65692,Positive,59.0602,1,,Find by Formula,8.027,,7825,3,PQC_Prfrd opt Iterative-r001.d,,,385.3424,,,0.058,1,2,1,FBF,FBF,91.52,7.724,815,,1,,,,,,,,384.3351,-0.34,91.52,,-0.13,7.849,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 817: 10.230,479.3009,10.23,,18783,123299,Positive,59.0602,1,,Find by Formula,10.483,,8257,3,PQC_Prfrd opt Iterative-r001.d,,,480.3083,,,0.081,1,2,1,FBF,FBF,72.48,10.126,817,,1,,,,,,,,479.3009,-0.06,72.48,low score,-0.03,10.34,-0.11,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 820: 9.586,543.3324,9.586,,4982,21343,Positive,59.0602,1,,Find by Formula,9.667,,3020,3,PQC_Prfrd opt Iterative-r001.d,,,544.3399,,,0.066,1,2,1,FBF,FBF,91.12,9.5,820,,1,,,,,,,,543.332,0.61,91.12,,0.33,9.595,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 822: 4.452,326.1621,4.452,,4390,17631,Positive,118.0862,1,,Find by Formula,4.614,,2893,3,PQC_Prfrd opt Iterative-r001.d,,,327.1709,,,0.06,1,2,1,FBF,FBF,87.64,4.393,822,,1,,,,,,,,326.1623,-0.86,87.64,,-0.28,4.459,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 823: 4.012,466.2418,4.012,,46118,210425,Positive,324.1376,1,,Find by Formula,4.239,,17621,3,PQC_Prfrd opt Iterative-r001.d,,,467.2498,,,0.06,1,2,1,FBF,FBF,71.7,3.932,823,,1,,,,,,,,466.2421,-0.63,71.7,low score,-0.29,4.123,-0.111,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 829: 5.807,441.157,5.807,,9494,36031,Positive,59.0603,1,,Find by Formula,5.94,,5019,3,PQC_Prfrd opt Iterative-r001.d,,,442.1643,,,0.059,1,2,1,FBF,FBF,91.12,5.729,829,,1,,,,,,,,441.1566,0.84,91.12,,0.37,5.812,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 830: 10.620,386.2045,10.62,,854,4057,Positive,722.471,1,,Find by Formula,10.829,,879,3,PQC_Prfrd opt Iterative-r001.d,,,387.2131,,,0.064,1,2,1,FBF,FBF,66.51,10.559,830,,1,,,,,,,,386.2079,-8.63,66.51,low score,-3.33,10.55,0.07,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 831: 6.852,403.2931,6.852,,6537,44889,Positive,59.0602,1,,Find by Formula,7.173,,730,3,PQC_Prfrd opt Iterative-r001.d,,,404.2999,,,0.067,1,3,1,FBF,FBF,76.98,6.733,831,,1,,,,,,,,403.2934,-0.71,76.98,,-0.29,6.865,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 835: 6.782,313.2234,6.782,,6400,28698,Positive,59.0602,1,,Find by Formula,6.902,,3722,3,PQC_Prfrd opt Iterative-r001.d,,,314.2322,,,0.069,1,2,1,FBF,FBF,88.8,6.691,835,,1,,,,,,,,313.2245,-3.35,88.8,,-1.05,6.783,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 840: 13.122,370.3082,13.122,,8205,32400,Positive,429.3726,1,,Find by Formula,13.34,,4597,3,PQC_Prfrd opt Iterative-r001.d,,,371.3155,,,0.06,1,2,1,FBF,FBF,90.88,13.024,840,,1,,,,,,,,370.3082,0.06,90.88,,0.02,13.13,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 841: 13.267,478.3645,13.267,,12138,53935,Positive,338.3416,1,,Find by Formula,13.391,,5796,3,PQC_Prfrd opt Iterative-r001.d,,,479.3728,,,0.061,1,2,1,FBF,FBF,90.92,13.138,841,,1,,,,,,,,478.3651,-1.37,90.92,,-0.66,13.267,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 842: 9.204,470.2649,9.204,,7139,35546,Positive,59.0602,1,,Find by Formula,9.295,,3561,3,PQC_Prfrd opt Iterative-r001.d,,,471.2723,,,0.075,1,2,1,FBF,FBF,87.68,9.107,842,,1,,,,,,,,470.2646,0.79,87.68,,0.37,9.214,-0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 845: 8.656,457.3402,8.656,,10819,40683,Positive,59.0602,1,,Find by Formula,8.834,,6436,3,PQC_Prfrd opt Iterative-r001.d,,,458.3472,,,0.054,1,2,1,FBF,FBF,88.57,8.583,845,,1,,,,,,,,457.3403,-0.3,88.57,,-0.14,8.66,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 849: 12.855,522.3345,12.855,,16066,56557,Positive,59.0602,1,,Find by Formula,12.989,,3216,3,PQC_Prfrd opt Iterative-r001.d,,,540.3684,,,0.051,1,4,1,FBF,FBF,91.44,12.761,849,,1,,,,,,,,522.3342,0.69,91.44,,0.36,12.853,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
